Meal_ID,Dish_Name,Cuisine_Type,Meal_Type,Dietary_Preference,Main_Ingredients,Calories_per_Serving,Protein_Content(g),Difficulty_Level,Occasion_Type
M3545,Veg Fried Rice,Indo-Chinese,Breakfast,Non-Vegetarian,"Rice, Mixed Veg, Soy Sauce",645,39,Easy,Daily
M3546,American Chopsuey,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Sauce",483,23,Hard,Daily
M3547,American Chopsuey,Indo-Chinese,Dinner,Vegetarian,"Noodles, Vegetables, Sauce",833,10,Easy,Festive
M3548,American Chopsuey,Indo-Chinese,Breakfast,Gluten-Free,"Noodles, Vegetables, Sauce",456,10,Easy,Daily
M3549,Gobi Manchurian,Indo-Chinese,Lunch,Vegan,"Cauliflower, Maida, Spices",847,12,Hard,Daily
M3550,Veg Spring Rolls,Indo-Chinese,Snack,Keto,"Vegetables, Maida, Spices",842,7,Easy,Festive
M3551,Paneer Chilli,Indo-Chinese,Lunch,Vegetarian,"Paneer, Capsicum, Soy Sauce",170,8,Hard,Festive
M3552,Veg Spring Rolls,Indo-Chinese,Breakfast,Keto,"Vegetables, Maida, Spices",449,30,Hard,Party
M3553,American Chopsuey,Indo-Chinese,Breakfast,Vegan,"Noodles, Vegetables, Sauce",638,6,Easy,Party
M3554,Hakka Noodles,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Soy Sauce",553,26,Easy,Restaurant-Special
M3555,Veg Fried Rice,Indo-Chinese,Dinner,High-Protein,"Rice, Mixed Veg, Soy Sauce",209,14,Medium,Festive
M3556,Gobi Manchurian,Indo-Chinese,Breakfast,Keto,"Cauliflower, Maida, Spices",303,14,Medium,Daily
M3557,Chicken Manchurian,Indo-Chinese,Snack,Gluten-Free,"Chicken, Maida, Spices",277,30,Medium,Daily
M3558,Chicken Manchurian,Indo-Chinese,Dinner,Non-Vegetarian,"Chicken, Maida, Spices",263,37,Medium,Festive
M3559,Gobi Manchurian,Indo-Chinese,Snack,Keto,"Cauliflower, Maida, Spices",842,12,Easy,Restaurant-Special
M3560,Paneer Chilli,Indo-Chinese,Breakfast,Gluten-Free,"Paneer, Capsicum, Soy Sauce",810,45,Medium,Festive
M3561,Schezwan Noodles,Indo-Chinese,Lunch,Vegan,"Noodles, Vegetables, Schezwan Sauce",817,3,Easy,Party
M3562,Chicken Fried Rice,Indo-Chinese,Dinner,Vegetarian,"Rice, Chicken, Soy Sauce",448,39,Easy,Daily
M3563,Chilli Chicken,Indo-Chinese,Snack,Keto,"Chicken, Capsicum, Spices",459,13,Medium,Daily
M3564,Veg Spring Rolls,Indo-Chinese,Snack,Gluten-Free,"Vegetables, Maida, Spices",719,18,Hard,Restaurant-Special
M3565,Chicken Manchurian,Indo-Chinese,Breakfast,Gluten-Free,"Chicken, Maida, Spices",890,45,Hard,Festive
M3566,Chicken Manchurian,Indo-Chinese,Snack,High-Protein,"Chicken, Maida, Spices",295,31,Hard,Festive
M3567,Veg Fried Rice,Indo-Chinese,Lunch,Keto,"Rice, Mixed Veg, Soy Sauce",594,11,Medium,Restaurant-Special
M3568,Chicken Manchurian,Indo-Chinese,Snack,High-Protein,"Chicken, Maida, Spices",241,36,Hard,Party
M3569,Gobi Manchurian,Indo-Chinese,Lunch,Gluten-Free,"Cauliflower, Maida, Spices",790,33,Medium,Party
M3570,Hakka Noodles,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Soy Sauce",374,28,Hard,Restaurant-Special
M3571,Gobi Manchurian,Indo-Chinese,Snack,Non-Vegetarian,"Cauliflower, Maida, Spices",325,25,Hard,Restaurant-Special
M3572,Chicken Fried Rice,Indo-Chinese,Lunch,Gluten-Free,"Rice, Chicken, Soy Sauce",311,34,Hard,Festive
M3573,Veg Fried Rice,Indo-Chinese,Lunch,Vegetarian,"Rice, Mixed Veg, Soy Sauce",319,38,Hard,Daily
M3574,Hakka Noodles,Indo-Chinese,Lunch,Gluten-Free,"Noodles, Vegetables, Soy Sauce",745,19,Hard,Festive
M3575,Chilli Chicken,Indo-Chinese,Snack,Vegan,"Chicken, Capsicum, Spices",493,24,Medium,Daily
M3576,Hakka Noodles,Indo-Chinese,Snack,Keto,"Noodles, Vegetables, Soy Sauce",298,23,Hard,Party
M3577,Schezwan Noodles,Indo-Chinese,Breakfast,Gluten-Free,"Noodles, Vegetables, Schezwan Sauce",771,14,Medium,Party
M3578,Chicken Fried Rice,Indo-Chinese,Lunch,Gluten-Free,"Rice, Chicken, Soy Sauce",381,25,Medium,Daily
M3579,American Chopsuey,Indo-Chinese,Lunch,Non-Vegetarian,"Noodles, Vegetables, Sauce",281,23,Easy,Restaurant-Special
M3580,Chicken Manchurian,Indo-Chinese,Dinner,Vegan,"Chicken, Maida, Spices",618,12,Medium,Festive
M3581,Chilli Chicken,Indo-Chinese,Breakfast,Vegetarian,"Chicken, Capsicum, Spices",743,12,Medium,Party
M3582,Gobi Manchurian,Indo-Chinese,Breakfast,Vegetarian,"Cauliflower, Maida, Spices",664,15,Hard,Festive
M3583,American Chopsuey,Indo-Chinese,Breakfast,Keto,"Noodles, Vegetables, Sauce",900,40,Medium,Party
M3584,American Chopsuey,Indo-Chinese,Lunch,Keto,"Noodles, Vegetables, Sauce",550,8,Hard,Daily
M3585,Chicken Manchurian,Indo-Chinese,Snack,Non-Vegetarian,"Chicken, Maida, Spices",771,38,Hard,Daily
M3586,Gobi Manchurian,Indo-Chinese,Lunch,Vegetarian,"Cauliflower, Maida, Spices",785,3,Medium,Restaurant-Special
M3587,Gobi Manchurian,Indo-Chinese,Snack,Vegan,"Cauliflower, Maida, Spices",438,24,Hard,Restaurant-Special
M3588,Hakka Noodles,Indo-Chinese,Breakfast,Gluten-Free,"Noodles, Vegetables, Soy Sauce",583,5,Medium,Daily
M3589,Chilli Chicken,Indo-Chinese,Breakfast,Gluten-Free,"Chicken, Capsicum, Spices",491,45,Easy,Party
M3590,Paneer Chilli,Indo-Chinese,Snack,Non-Vegetarian,"Paneer, Capsicum, Soy Sauce",875,21,Easy,Daily
M3591,Veg Fried Rice,Indo-Chinese,Breakfast,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",196,21,Easy,Restaurant-Special
M3592,Chicken Fried Rice,Indo-Chinese,Breakfast,High-Protein,"Rice, Chicken, Soy Sauce",273,9,Hard,Festive
M3593,Veg Fried Rice,Indo-Chinese,Snack,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",883,10,Medium,Party
M3594,Chicken Manchurian,Indo-Chinese,Breakfast,Vegetarian,"Chicken, Maida, Spices",487,32,Medium,Daily
M3595,Schezwan Noodles,Indo-Chinese,Breakfast,Vegetarian,"Noodles, Vegetables, Schezwan Sauce",181,34,Hard,Daily
M3596,Chicken Fried Rice,Indo-Chinese,Breakfast,Gluten-Free,"Rice, Chicken, Soy Sauce",849,9,Easy,Daily
M3597,Veg Fried Rice,Indo-Chinese,Lunch,Vegan,"Rice, Mixed Veg, Soy Sauce",244,41,Medium,Party
M3598,Chilli Chicken,Indo-Chinese,Lunch,Non-Vegetarian,"Chicken, Capsicum, Spices",638,41,Medium,Restaurant-Special
M3599,American Chopsuey,Indo-Chinese,Dinner,High-Protein,"Noodles, Vegetables, Sauce",820,30,Hard,Festive
M3600,Chicken Manchurian,Indo-Chinese,Snack,High-Protein,"Chicken, Maida, Spices",255,28,Hard,Restaurant-Special
M3601,Schezwan Noodles,Indo-Chinese,Lunch,Vegetarian,"Noodles, Vegetables, Schezwan Sauce",691,8,Hard,Daily
M3602,Hakka Noodles,Indo-Chinese,Breakfast,Vegetarian,"Noodles, Vegetables, Soy Sauce",303,21,Medium,Restaurant-Special
M3603,American Chopsuey,Indo-Chinese,Dinner,Non-Vegetarian,"Noodles, Vegetables, Sauce",587,38,Hard,Festive
M3604,Schezwan Noodles,Indo-Chinese,Lunch,Keto,"Noodles, Vegetables, Schezwan Sauce",242,34,Medium,Festive
M3605,Gobi Manchurian,Indo-Chinese,Dinner,Vegan,"Cauliflower, Maida, Spices",341,36,Easy,Party
M3606,Veg Spring Rolls,Indo-Chinese,Snack,Non-Vegetarian,"Vegetables, Maida, Spices",210,29,Medium,Party
M3607,Veg Fried Rice,Indo-Chinese,Breakfast,Vegan,"Rice, Mixed Veg, Soy Sauce",642,11,Easy,Restaurant-Special
M3608,Hakka Noodles,Indo-Chinese,Lunch,High-Protein,"Noodles, Vegetables, Soy Sauce",202,6,Medium,Daily
M3609,Veg Fried Rice,Indo-Chinese,Lunch,Vegan,"Rice, Mixed Veg, Soy Sauce",406,31,Hard,Restaurant-Special
M3610,Chilli Chicken,Indo-Chinese,Lunch,Gluten-Free,"Chicken, Capsicum, Spices",352,4,Easy,Restaurant-Special
M3611,Chicken Manchurian,Indo-Chinese,Lunch,Vegetarian,"Chicken, Maida, Spices",619,20,Easy,Festive
M3612,Chicken Fried Rice,Indo-Chinese,Breakfast,Keto,"Rice, Chicken, Soy Sauce",403,38,Easy,Daily
M3613,American Chopsuey,Indo-Chinese,Snack,Gluten-Free,"Noodles, Vegetables, Sauce",821,16,Hard,Daily
M3614,Chicken Manchurian,Indo-Chinese,Snack,High-Protein,"Chicken, Maida, Spices",632,29,Medium,Festive
M3615,Schezwan Noodles,Indo-Chinese,Breakfast,Non-Vegetarian,"Noodles, Vegetables, Schezwan Sauce",165,10,Medium,Party
M3616,Chicken Manchurian,Indo-Chinese,Snack,Gluten-Free,"Chicken, Maida, Spices",634,40,Easy,Daily
M3617,Hakka Noodles,Indo-Chinese,Snack,Keto,"Noodles, Vegetables, Soy Sauce",652,9,Hard,Festive
M3618,Chicken Manchurian,Indo-Chinese,Breakfast,Non-Vegetarian,"Chicken, Maida, Spices",275,36,Medium,Daily
M3619,Gobi Manchurian,Indo-Chinese,Breakfast,Vegetarian,"Cauliflower, Maida, Spices",460,35,Hard,Festive
M3620,Veg Spring Rolls,Indo-Chinese,Breakfast,Keto,"Vegetables, Maida, Spices",517,42,Hard,Party
M3621,Chicken Fried Rice,Indo-Chinese,Lunch,Gluten-Free,"Rice, Chicken, Soy Sauce",277,19,Easy,Party
M3622,Chicken Fried Rice,Indo-Chinese,Snack,Vegetarian,"Rice, Chicken, Soy Sauce",174,8,Hard,Party
M3623,Hakka Noodles,Indo-Chinese,Lunch,Keto,"Noodles, Vegetables, Soy Sauce",683,29,Easy,Restaurant-Special
M3624,Veg Fried Rice,Indo-Chinese,Dinner,Vegan,"Rice, Mixed Veg, Soy Sauce",560,6,Easy,Festive
M3625,Veg Fried Rice,Indo-Chinese,Breakfast,Keto,"Rice, Mixed Veg, Soy Sauce",271,24,Medium,Restaurant-Special
M3626,Schezwan Noodles,Indo-Chinese,Lunch,Non-Vegetarian,"Noodles, Vegetables, Schezwan Sauce",745,29,Medium,Party
M3627,Veg Spring Rolls,Indo-Chinese,Dinner,Non-Vegetarian,"Vegetables, Maida, Spices",748,20,Hard,Daily
M3628,Chicken Fried Rice,Indo-Chinese,Breakfast,Vegetarian,"Rice, Chicken, Soy Sauce",672,14,Medium,Daily
M3629,Chicken Fried Rice,Indo-Chinese,Dinner,Vegetarian,"Rice, Chicken, Soy Sauce",489,35,Easy,Party
M3630,Schezwan Noodles,Indo-Chinese,Breakfast,Vegan,"Noodles, Vegetables, Schezwan Sauce",366,17,Easy,Daily
M3631,Chicken Fried Rice,Indo-Chinese,Breakfast,High-Protein,"Rice, Chicken, Soy Sauce",721,40,Hard,Daily
M3632,Chicken Manchurian,Indo-Chinese,Dinner,Non-Vegetarian,"Chicken, Maida, Spices",782,16,Medium,Party
M3633,Veg Spring Rolls,Indo-Chinese,Dinner,High-Protein,"Vegetables, Maida, Spices",415,39,Easy,Party
M3634,Chicken Manchurian,Indo-Chinese,Breakfast,Vegan,"Chicken, Maida, Spices",505,43,Medium,Daily
M3635,Chicken Manchurian,Indo-Chinese,Breakfast,Vegan,"Chicken, Maida, Spices",473,21,Hard,Festive
M3636,Chicken Fried Rice,Indo-Chinese,Snack,Gluten-Free,"Rice, Chicken, Soy Sauce",403,37,Easy,Party
M3637,Chilli Chicken,Indo-Chinese,Lunch,Keto,"Chicken, Capsicum, Spices",254,29,Easy,Restaurant-Special
M3638,Hakka Noodles,Indo-Chinese,Snack,Keto,"Noodles, Vegetables, Soy Sauce",530,24,Medium,Party
M3639,Schezwan Noodles,Indo-Chinese,Lunch,Gluten-Free,"Noodles, Vegetables, Schezwan Sauce",323,45,Hard,Restaurant-Special
M3640,Paneer Chilli,Indo-Chinese,Breakfast,High-Protein,"Paneer, Capsicum, Soy Sauce",897,19,Hard,Festive
M3641,Schezwan Noodles,Indo-Chinese,Breakfast,Vegetarian,"Noodles, Vegetables, Schezwan Sauce",170,29,Easy,Festive
M3642,Veg Fried Rice,Indo-Chinese,Lunch,Non-Vegetarian,"Rice, Mixed Veg, Soy Sauce",617,35,Easy,Daily
M3643,Veg Fried Rice,Indo-Chinese,Lunch,Vegetarian,"Rice, Mixed Veg, Soy Sauce",848,14,Easy,Party
M3644,Schezwan Noodles,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Schezwan Sauce",421,15,Medium,Restaurant-Special
M3645,Chilli Chicken,Indo-Chinese,Breakfast,Keto,"Chicken, Capsicum, Spices",678,36,Medium,Restaurant-Special
M3646,Paneer Chilli,Indo-Chinese,Breakfast,Non-Vegetarian,"Paneer, Capsicum, Soy Sauce",591,30,Hard,Party
M3647,Veg Fried Rice,Indo-Chinese,Snack,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",816,23,Easy,Party
M3648,Chicken Fried Rice,Indo-Chinese,Snack,Vegan,"Rice, Chicken, Soy Sauce",360,40,Easy,Party
M3649,Schezwan Noodles,Indo-Chinese,Breakfast,Non-Vegetarian,"Noodles, Vegetables, Schezwan Sauce",170,33,Easy,Daily
M3650,Chilli Chicken,Indo-Chinese,Snack,Non-Vegetarian,"Chicken, Capsicum, Spices",672,7,Medium,Party
M3651,Gobi Manchurian,Indo-Chinese,Dinner,Vegetarian,"Cauliflower, Maida, Spices",474,38,Medium,Festive
M3652,Chicken Manchurian,Indo-Chinese,Snack,Vegetarian,"Chicken, Maida, Spices",617,38,Hard,Daily
M3653,Chilli Chicken,Indo-Chinese,Lunch,Vegetarian,"Chicken, Capsicum, Spices",647,29,Medium,Party
M3654,Schezwan Noodles,Indo-Chinese,Snack,Non-Vegetarian,"Noodles, Vegetables, Schezwan Sauce",718,28,Medium,Restaurant-Special
M3655,Veg Spring Rolls,Indo-Chinese,Dinner,Vegan,"Vegetables, Maida, Spices",318,18,Medium,Festive
M3656,Hakka Noodles,Indo-Chinese,Lunch,Non-Vegetarian,"Noodles, Vegetables, Soy Sauce",820,33,Medium,Party
M3657,Paneer Chilli,Indo-Chinese,Snack,Gluten-Free,"Paneer, Capsicum, Soy Sauce",599,10,Easy,Festive
M3658,Veg Spring Rolls,Indo-Chinese,Breakfast,Keto,"Vegetables, Maida, Spices",391,4,Medium,Restaurant-Special
M3659,Chicken Manchurian,Indo-Chinese,Dinner,Vegan,"Chicken, Maida, Spices",858,33,Hard,Daily
M3660,Paneer Chilli,Indo-Chinese,Breakfast,High-Protein,"Paneer, Capsicum, Soy Sauce",832,28,Easy,Restaurant-Special
M3661,Chicken Manchurian,Indo-Chinese,Snack,Vegetarian,"Chicken, Maida, Spices",453,32,Medium,Restaurant-Special
M3662,Veg Fried Rice,Indo-Chinese,Snack,Keto,"Rice, Mixed Veg, Soy Sauce",527,12,Hard,Festive
M3663,Chicken Fried Rice,Indo-Chinese,Breakfast,Vegetarian,"Rice, Chicken, Soy Sauce",210,43,Hard,Party
M3664,Hakka Noodles,Indo-Chinese,Dinner,Non-Vegetarian,"Noodles, Vegetables, Soy Sauce",371,5,Medium,Daily
M3665,Schezwan Noodles,Indo-Chinese,Dinner,Non-Vegetarian,"Noodles, Vegetables, Schezwan Sauce",602,28,Medium,Daily
M3666,Paneer Chilli,Indo-Chinese,Breakfast,Gluten-Free,"Paneer, Capsicum, Soy Sauce",721,15,Hard,Restaurant-Special
M3667,Veg Fried Rice,Indo-Chinese,Dinner,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",439,16,Easy,Daily
M3668,Chicken Fried Rice,Indo-Chinese,Dinner,High-Protein,"Rice, Chicken, Soy Sauce",638,42,Medium,Party
M3669,Chicken Manchurian,Indo-Chinese,Snack,Vegan,"Chicken, Maida, Spices",823,10,Hard,Restaurant-Special
M3670,Chicken Manchurian,Indo-Chinese,Lunch,Gluten-Free,"Chicken, Maida, Spices",252,7,Easy,Festive
M3671,Veg Spring Rolls,Indo-Chinese,Snack,Gluten-Free,"Vegetables, Maida, Spices",317,23,Easy,Party
M3672,Chicken Fried Rice,Indo-Chinese,Lunch,High-Protein,"Rice, Chicken, Soy Sauce",212,16,Easy,Daily
M3673,Gobi Manchurian,Indo-Chinese,Breakfast,Non-Vegetarian,"Cauliflower, Maida, Spices",384,22,Medium,Party
M3674,Chilli Chicken,Indo-Chinese,Snack,Gluten-Free,"Chicken, Capsicum, Spices",660,28,Easy,Festive
M3675,Veg Spring Rolls,Indo-Chinese,Breakfast,Vegan,"Vegetables, Maida, Spices",291,3,Easy,Party
M3676,American Chopsuey,Indo-Chinese,Snack,Vegetarian,"Noodles, Vegetables, Sauce",181,13,Easy,Party
M3677,Schezwan Noodles,Indo-Chinese,Lunch,Vegan,"Noodles, Vegetables, Schezwan Sauce",635,18,Medium,Festive
M3678,Paneer Chilli,Indo-Chinese,Snack,High-Protein,"Paneer, Capsicum, Soy Sauce",390,27,Hard,Festive
M3679,Paneer Chilli,Indo-Chinese,Dinner,Gluten-Free,"Paneer, Capsicum, Soy Sauce",200,38,Easy,Restaurant-Special
M3680,Chicken Manchurian,Indo-Chinese,Snack,Non-Vegetarian,"Chicken, Maida, Spices",299,22,Medium,Restaurant-Special
M3681,Schezwan Noodles,Indo-Chinese,Dinner,Non-Vegetarian,"Noodles, Vegetables, Schezwan Sauce",283,35,Easy,Party
M3682,Hakka Noodles,Indo-Chinese,Snack,Keto,"Noodles, Vegetables, Soy Sauce",830,20,Easy,Party
M3683,Chicken Fried Rice,Indo-Chinese,Snack,Vegan,"Rice, Chicken, Soy Sauce",271,14,Medium,Festive
M3684,Chicken Manchurian,Indo-Chinese,Breakfast,High-Protein,"Chicken, Maida, Spices",239,41,Medium,Festive
M3685,Paneer Chilli,Indo-Chinese,Lunch,Gluten-Free,"Paneer, Capsicum, Soy Sauce",597,11,Hard,Party
M3686,Veg Spring Rolls,Indo-Chinese,Dinner,Gluten-Free,"Vegetables, Maida, Spices",264,19,Medium,Daily
M3687,Schezwan Noodles,Indo-Chinese,Snack,Keto,"Noodles, Vegetables, Schezwan Sauce",533,33,Hard,Restaurant-Special
M3688,Chicken Manchurian,Indo-Chinese,Lunch,Vegetarian,"Chicken, Maida, Spices",328,36,Easy,Party
M3689,Hakka Noodles,Indo-Chinese,Lunch,Non-Vegetarian,"Noodles, Vegetables, Soy Sauce",792,22,Easy,Party
M3690,Veg Fried Rice,Indo-Chinese,Snack,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",791,4,Hard,Daily
M3691,Hakka Noodles,Indo-Chinese,Snack,Keto,"Noodles, Vegetables, Soy Sauce",576,21,Easy,Daily
M3692,Paneer Chilli,Indo-Chinese,Snack,Keto,"Paneer, Capsicum, Soy Sauce",406,6,Easy,Restaurant-Special
M3693,Hakka Noodles,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Soy Sauce",431,42,Easy,Restaurant-Special
M3694,Chilli Chicken,Indo-Chinese,Lunch,Vegetarian,"Chicken, Capsicum, Spices",812,7,Hard,Daily
M3695,Paneer Chilli,Indo-Chinese,Snack,Keto,"Paneer, Capsicum, Soy Sauce",639,18,Hard,Party
M3696,Chicken Manchurian,Indo-Chinese,Dinner,High-Protein,"Chicken, Maida, Spices",366,19,Medium,Daily
M3697,Chilli Chicken,Indo-Chinese,Snack,Keto,"Chicken, Capsicum, Spices",676,20,Hard,Festive
M3698,Chicken Fried Rice,Indo-Chinese,Snack,Vegan,"Rice, Chicken, Soy Sauce",541,33,Easy,Party
M3699,Chicken Fried Rice,Indo-Chinese,Lunch,High-Protein,"Rice, Chicken, Soy Sauce",694,37,Medium,Restaurant-Special
M3700,Veg Spring Rolls,Indo-Chinese,Breakfast,Vegan,"Vegetables, Maida, Spices",722,9,Easy,Daily
M3701,Veg Fried Rice,Indo-Chinese,Dinner,Keto,"Rice, Mixed Veg, Soy Sauce",179,34,Easy,Restaurant-Special
M3702,Hakka Noodles,Indo-Chinese,Lunch,Vegetarian,"Noodles, Vegetables, Soy Sauce",538,41,Hard,Restaurant-Special
M3703,Chilli Chicken,Indo-Chinese,Breakfast,Vegetarian,"Chicken, Capsicum, Spices",809,28,Hard,Daily
M3704,Veg Fried Rice,Indo-Chinese,Dinner,Non-Vegetarian,"Rice, Mixed Veg, Soy Sauce",694,41,Hard,Festive
M3705,Veg Spring Rolls,Indo-Chinese,Breakfast,Non-Vegetarian,"Vegetables, Maida, Spices",227,22,Medium,Daily
M3706,Veg Fried Rice,Indo-Chinese,Dinner,Vegetarian,"Rice, Mixed Veg, Soy Sauce",227,5,Medium,Festive
M3707,Chicken Fried Rice,Indo-Chinese,Snack,Vegan,"Rice, Chicken, Soy Sauce",171,28,Hard,Daily
M3708,Chicken Manchurian,Indo-Chinese,Breakfast,Non-Vegetarian,"Chicken, Maida, Spices",360,31,Hard,Party
M3709,Schezwan Noodles,Indo-Chinese,Lunch,Vegan,"Noodles, Vegetables, Schezwan Sauce",392,27,Hard,Restaurant-Special
M3710,Hakka Noodles,Indo-Chinese,Snack,Vegetarian,"Noodles, Vegetables, Soy Sauce",620,19,Hard,Festive
M3711,Veg Fried Rice,Indo-Chinese,Lunch,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",180,21,Medium,Restaurant-Special
M3712,Veg Spring Rolls,Indo-Chinese,Dinner,Vegan,"Vegetables, Maida, Spices",410,14,Hard,Festive
M3713,Hakka Noodles,Indo-Chinese,Lunch,Keto,"Noodles, Vegetables, Soy Sauce",650,24,Medium,Daily
M3714,Hakka Noodles,Indo-Chinese,Dinner,High-Protein,"Noodles, Vegetables, Soy Sauce",256,11,Medium,Party
M3715,Paneer Chilli,Indo-Chinese,Dinner,Non-Vegetarian,"Paneer, Capsicum, Soy Sauce",433,24,Medium,Festive
M3716,Gobi Manchurian,Indo-Chinese,Dinner,Vegan,"Cauliflower, Maida, Spices",880,8,Easy,Restaurant-Special
M3717,Chilli Chicken,Indo-Chinese,Dinner,High-Protein,"Chicken, Capsicum, Spices",463,11,Hard,Daily
M3718,Hakka Noodles,Indo-Chinese,Breakfast,Vegetarian,"Noodles, Vegetables, Soy Sauce",616,21,Medium,Party
M3719,Chicken Manchurian,Indo-Chinese,Lunch,Non-Vegetarian,"Chicken, Maida, Spices",444,45,Hard,Party
M3720,Veg Spring Rolls,Indo-Chinese,Dinner,Vegan,"Vegetables, Maida, Spices",744,34,Medium,Daily
M3721,American Chopsuey,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Sauce",318,28,Medium,Party
M3722,American Chopsuey,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Sauce",885,35,Easy,Party
M3723,American Chopsuey,Indo-Chinese,Breakfast,Keto,"Noodles, Vegetables, Sauce",480,24,Hard,Party
M3724,Hakka Noodles,Indo-Chinese,Breakfast,High-Protein,"Noodles, Vegetables, Soy Sauce",219,44,Hard,Daily
M3725,American Chopsuey,Indo-Chinese,Dinner,Gluten-Free,"Noodles, Vegetables, Sauce",184,34,Medium,Festive
M3726,American Chopsuey,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Sauce",345,33,Easy,Party
M3727,Hakka Noodles,Indo-Chinese,Lunch,High-Protein,"Noodles, Vegetables, Soy Sauce",641,7,Easy,Festive
M3728,Veg Fried Rice,Indo-Chinese,Lunch,Non-Vegetarian,"Rice, Mixed Veg, Soy Sauce",870,23,Easy,Festive
M3729,Schezwan Noodles,Indo-Chinese,Breakfast,Vegetarian,"Noodles, Vegetables, Schezwan Sauce",838,20,Medium,Party
M3730,Schezwan Noodles,Indo-Chinese,Breakfast,Vegetarian,"Noodles, Vegetables, Schezwan Sauce",504,39,Hard,Daily
M3731,American Chopsuey,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Sauce",547,8,Medium,Restaurant-Special
M3732,Chicken Fried Rice,Indo-Chinese,Breakfast,Gluten-Free,"Rice, Chicken, Soy Sauce",520,43,Hard,Party
M3733,Gobi Manchurian,Indo-Chinese,Snack,Keto,"Cauliflower, Maida, Spices",810,41,Medium,Restaurant-Special
M3734,American Chopsuey,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Sauce",280,12,Medium,Festive
M3735,American Chopsuey,Indo-Chinese,Breakfast,Keto,"Noodles, Vegetables, Sauce",151,8,Medium,Restaurant-Special
M3736,Gobi Manchurian,Indo-Chinese,Lunch,Vegetarian,"Cauliflower, Maida, Spices",829,7,Easy,Restaurant-Special
M3737,Schezwan Noodles,Indo-Chinese,Breakfast,High-Protein,"Noodles, Vegetables, Schezwan Sauce",857,19,Medium,Daily
M3738,Hakka Noodles,Indo-Chinese,Lunch,Non-Vegetarian,"Noodles, Vegetables, Soy Sauce",173,34,Easy,Daily
M3739,Veg Fried Rice,Indo-Chinese,Lunch,Vegetarian,"Rice, Mixed Veg, Soy Sauce",517,32,Easy,Party
M3740,Hakka Noodles,Indo-Chinese,Dinner,High-Protein,"Noodles, Vegetables, Soy Sauce",828,8,Medium,Festive
M3741,Gobi Manchurian,Indo-Chinese,Dinner,High-Protein,"Cauliflower, Maida, Spices",836,43,Easy,Party
M3742,Veg Fried Rice,Indo-Chinese,Lunch,Keto,"Rice, Mixed Veg, Soy Sauce",440,38,Hard,Party
M3743,Schezwan Noodles,Indo-Chinese,Dinner,Vegetarian,"Noodles, Vegetables, Schezwan Sauce",760,31,Medium,Daily
M3744,Chicken Manchurian,Indo-Chinese,Snack,Vegan,"Chicken, Maida, Spices",531,32,Hard,Party
M3745,Chilli Chicken,Indo-Chinese,Lunch,Non-Vegetarian,"Chicken, Capsicum, Spices",333,14,Easy,Festive
M3746,Schezwan Noodles,Indo-Chinese,Lunch,Keto,"Noodles, Vegetables, Schezwan Sauce",320,40,Medium,Festive
M3747,Gobi Manchurian,Indo-Chinese,Dinner,Gluten-Free,"Cauliflower, Maida, Spices",817,41,Medium,Daily
M3748,Schezwan Noodles,Indo-Chinese,Dinner,High-Protein,"Noodles, Vegetables, Schezwan Sauce",234,13,Easy,Restaurant-Special
M3749,Veg Spring Rolls,Indo-Chinese,Breakfast,Gluten-Free,"Vegetables, Maida, Spices",862,43,Hard,Festive
M3750,Hakka Noodles,Indo-Chinese,Breakfast,Gluten-Free,"Noodles, Vegetables, Soy Sauce",650,35,Hard,Festive
M3751,Veg Spring Rolls,Indo-Chinese,Snack,Vegetarian,"Vegetables, Maida, Spices",207,3,Hard,Restaurant-Special
M3752,Chicken Manchurian,Indo-Chinese,Breakfast,Vegetarian,"Chicken, Maida, Spices",615,32,Easy,Festive
M3753,American Chopsuey,Indo-Chinese,Breakfast,Gluten-Free,"Noodles, Vegetables, Sauce",453,4,Hard,Restaurant-Special
M3754,Paneer Chilli,Indo-Chinese,Dinner,Vegan,"Paneer, Capsicum, Soy Sauce",695,15,Hard,Festive
M3755,Hakka Noodles,Indo-Chinese,Lunch,Vegan,"Noodles, Vegetables, Soy Sauce",813,3,Easy,Daily
M3756,Schezwan Noodles,Indo-Chinese,Lunch,Gluten-Free,"Noodles, Vegetables, Schezwan Sauce",517,36,Hard,Restaurant-Special
M3757,Chicken Manchurian,Indo-Chinese,Dinner,Vegan,"Chicken, Maida, Spices",860,38,Easy,Party
