Meal_ID,Dish_Name,Cuisine_Type,Meal_Type,Dietary_Preference,Main_Ingredients,Calories_per_Serving,Protein_Content(g),Difficulty_Level,Occasion_Type
M1036,Fish Curry,South Indian,Lunch,Vegan,"Fish, Tamarind, Spices",588,37,Easy,Party
M3019,Schezwan Noodles,Indo-Chinese,Lunch,Vegetarian,"Noodles, Vegetables, Schezwan Sauce",370,38,Medium,Restaurant-Special
M0471,Fish Curry,South Indian,Lunch,Gluten-Free,"Fish, Tamarind, Spices",870,7,Medium,Restaurant-Special
M3554,Hakka Noodles,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Soy Sauce",553,26,Easy,Restaurant-Special
M1397,Lemon Rice,South Indian,Breakfast,Vegan,"Rice, Lemon, Spices",229,34,Easy,Party
M3975,Paneer Chilli,Indo-Chinese,Dinner,Vegan,"Paneer, Capsicum, Soy Sauce",609,34,Easy,Party
M1550,Chole Bhature,North Indian,Snack,Vegan,"Chickpeas, Maida, Spices",471,34,Easy,Restaurant-Special
M1257,Idli Sambar,South Indian,Lunch,Keto,"Rice, Lentils, Vegetables",524,24,Easy,Restaurant-Special
M2095,Paneer Butter Masala,North Indian,Dinner,Vegan,"Paneer, Tomato, Spices",696,5,Hard,Party
M1556,Kadhi Pakora,North Indian,Snack,Non-Vegetarian,"Besan, Curd, Spices",400,43,Medium,Daily
M3439,Veg Fried Rice,Indo-Chinese,Dinner,High-Protein,"Rice, Mixed Veg, Soy Sauce",504,9,Medium,Party
M1251,Fish Curry,South Indian,Lunch,Gluten-Free,"Fish, Tamarind, Spices",536,5,Easy,Festive
M1700,Aloo Paratha,North Indian,Lunch,Keto,"Wheat, Potato, Spices",706,8,Medium,Daily
M1253,Lemon Rice,South Indian,Dinner,Vegan,"Rice, Lemon, Spices",170,3,Hard,Daily
M3681,Schezwan Noodles,Indo-Chinese,Dinner,Non-Vegetarian,"Noodles, Vegetables, Schezwan Sauce",283,35,Easy,Party
M3705,Veg Spring Rolls,Indo-Chinese,Breakfast,Non-Vegetarian,"Vegetables, Maida, Spices",227,22,Medium,Daily
M2934,Chilli Chicken,Indo-Chinese,Dinner,High-Protein,"Chicken, Capsicum, Spices",314,38,Medium,Party
M0080,Pongal,South Indian,Dinner,Gluten-Free,"Rice, Moong Dal, Ghee",786,7,Medium,Daily
M1173,Upma,South Indian,Dinner,Keto,"Rava, Vegetables, Spices",267,28,Medium,Restaurant-Special
M0815,Rasam Rice,South Indian,Snack,High-Protein,"Tamarind, Tomato, Spices",812,23,Medium,Party
M1853,Palak Paneer,North Indian,Lunch,Gluten-Free,"Spinach, Paneer, Spices",504,25,Medium,Party
M2221,Aloo Paratha,North Indian,Dinner,Gluten-Free,"Wheat, Potato, Spices",572,42,Medium,Festive
M2720,Veg Fried Rice,Indo-Chinese,Snack,Keto,"Rice, Mixed Veg, Soy Sauce",814,10,Hard,Festive
M3495,Veg Spring Rolls,Indo-Chinese,Lunch,High-Protein,"Vegetables, Maida, Spices",388,39,Medium,Daily
M2106,Dal Makhani,North Indian,Dinner,Vegan,"Urad Dal, Butter, Cream",186,5,Medium,Daily
M0134,Curd Rice,South Indian,Dinner,Vegan,"Rice, Curd, Spices",430,11,Easy,Festive
M1141,Upma,South Indian,Snack,Keto,"Rava, Vegetables, Spices",573,24,Easy,Restaurant-Special
M0934,Chicken Chettinad,South Indian,Snack,Vegetarian,"Chicken, Coconut, Spices",624,31,Hard,Festive
M0929,Pongal,South Indian,Breakfast,Keto,"Rice, Moong Dal, Ghee",367,32,Easy,Restaurant-Special
M0824,Masala Dosa,South Indian,Snack,Gluten-Free,"Rice, Lentils, Potato",399,33,Easy,Restaurant-Special
M1532,Paneer Butter Masala,North Indian,Breakfast,Vegan,"Paneer, Tomato, Spices",618,6,Easy,Daily
M1215,Chicken Chettinad,South Indian,Breakfast,Vegetarian,"Chicken, Coconut, Spices",888,8,Hard,Festive
M0505,Vada,South Indian,Snack,Vegan,"Lentils, Spices",542,5,Easy,Festive
M3952,Chilli Chicken,Indo-Chinese,Snack,High-Protein,"Chicken, Capsicum, Spices",563,19,Hard,Party
M2396,Butter Chicken,North Indian,Breakfast,Gluten-Free,"Chicken, Butter, Tomato",331,45,Hard,Restaurant-Special
M1997,Kadhi Pakora,North Indian,Lunch,Vegetarian,"Besan, Curd, Spices",227,38,Hard,Restaurant-Special
M2435,American Chopsuey,Indo-Chinese,Dinner,High-Protein,"Noodles, Vegetables, Sauce",179,12,Easy,Daily
M3073,Veg Spring Rolls,Indo-Chinese,Breakfast,Keto,"Vegetables, Maida, Spices",258,15,Medium,Daily
M1959,Palak Paneer,North Indian,Lunch,Gluten-Free,"Spinach, Paneer, Spices",702,38,Hard,Daily
M1385,Idli Sambar,South Indian,Breakfast,Vegetarian,"Rice, Lentils, Vegetables",154,5,Medium,Party
M0895,Rasam Rice,South Indian,Lunch,Vegetarian,"Tamarind, Tomato, Spices",154,4,Medium,Restaurant-Special
M0829,Curd Rice,South Indian,Lunch,Vegan,"Rice, Curd, Spices",323,7,Hard,Restaurant-Special
M3940,Chicken Manchurian,Indo-Chinese,Breakfast,Gluten-Free,"Chicken, Maida, Spices",744,18,Medium,Party
M2524,Schezwan Noodles,Indo-Chinese,Breakfast,Non-Vegetarian,"Noodles, Vegetables, Schezwan Sauce",265,41,Easy,Restaurant-Special
M1684,Rajma Chawal,North Indian,Snack,High-Protein,"Rajma, Rice, Spices",293,24,Hard,Party
M3423,Veg Spring Rolls,Indo-Chinese,Lunch,Gluten-Free,"Vegetables, Maida, Spices",732,4,Easy,Festive
M3686,Veg Spring Rolls,Indo-Chinese,Dinner,Gluten-Free,"Vegetables, Maida, Spices",264,19,Medium,Daily
M3335,Chicken Fried Rice,Indo-Chinese,Breakfast,Vegan,"Rice, Chicken, Soy Sauce",809,41,Medium,Daily
M0653,Rasam Rice,South Indian,Dinner,High-Protein,"Tamarind, Tomato, Spices",812,38,Easy,Daily
M0173,Vada,South Indian,Dinner,Vegetarian,"Lentils, Spices",218,18,Medium,Festive
M3198,Chilli Chicken,Indo-Chinese,Snack,Gluten-Free,"Chicken, Capsicum, Spices",260,13,Hard,Restaurant-Special
M0039,Masala Dosa,South Indian,Snack,High-Protein,"Rice, Lentils, Potato",467,21,Hard,Festive
M3815,Gobi Manchurian,Indo-Chinese,Snack,Vegan,"Cauliflower, Maida, Spices",506,11,Easy,Festive
M0714,Masala Dosa,South Indian,Snack,Vegetarian,"Rice, Lentils, Potato",465,17,Medium,Restaurant-Special
M0091,Vada,South Indian,Breakfast,Vegetarian,"Lentils, Spices",677,27,Easy,Daily
M3936,Hakka Noodles,Indo-Chinese,Snack,Gluten-Free,"Noodles, Vegetables, Soy Sauce",421,20,Easy,Festive
M1206,Idli Sambar,South Indian,Snack,Keto,"Rice, Lentils, Vegetables",239,18,Easy,Restaurant-Special
M2924,Schezwan Noodles,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Schezwan Sauce",254,21,Medium,Party
M3280,Paneer Chilli,Indo-Chinese,Snack,High-Protein,"Paneer, Capsicum, Soy Sauce",503,25,Hard,Party
M3435,Schezwan Noodles,Indo-Chinese,Dinner,Keto,"Noodles, Vegetables, Schezwan Sauce",508,17,Medium,Restaurant-Special
M3142,American Chopsuey,Indo-Chinese,Lunch,High-Protein,"Noodles, Vegetables, Sauce",187,34,Medium,Party
M1828,Butter Chicken,North Indian,Dinner,Vegan,"Chicken, Butter, Tomato",248,5,Easy,Festive
M1156,Curd Rice,South Indian,Lunch,Vegan,"Rice, Curd, Spices",604,25,Easy,Daily
M1325,Masala Dosa,South Indian,Dinner,Vegetarian,"Rice, Lentils, Potato",191,26,Medium,Party
M0217,Chicken Chettinad,South Indian,Dinner,High-Protein,"Chicken, Coconut, Spices",520,37,Medium,Daily
M0511,Masala Dosa,South Indian,Snack,High-Protein,"Rice, Lentils, Potato",402,9,Easy,Daily
M1681,Baingan Bharta,North Indian,Breakfast,Vegetarian,"Brinjal, Onion, Tomato",667,22,Easy,Party
M0500,Rasam Rice,South Indian,Lunch,Non-Vegetarian,"Tamarind, Tomato, Spices",762,43,Hard,Restaurant-Special
M3287,Veg Spring Rolls,Indo-Chinese,Lunch,Non-Vegetarian,"Vegetables, Maida, Spices",241,12,Hard,Festive
M1857,Biryani,North Indian,Breakfast,Keto,"Rice, Meat/Vegetables, Spices",371,7,Medium,Festive
M1389,Rasam Rice,South Indian,Snack,Non-Vegetarian,"Tamarind, Tomato, Spices",156,28,Hard,Daily
M1520,Rajma Chawal,North Indian,Lunch,Non-Vegetarian,"Rajma, Rice, Spices",774,28,Easy,Party
M2387,Butter Chicken,North Indian,Lunch,High-Protein,"Chicken, Butter, Tomato",248,18,Hard,Daily
M3622,Chicken Fried Rice,Indo-Chinese,Snack,Vegetarian,"Rice, Chicken, Soy Sauce",174,8,Hard,Party
M2077,Dal Makhani,North Indian,Dinner,Gluten-Free,"Urad Dal, Butter, Cream",811,33,Hard,Daily
M1541,Aloo Paratha,North Indian,Lunch,Non-Vegetarian,"Wheat, Potato, Spices",633,37,Medium,Festive
M1218,Lemon Rice,South Indian,Dinner,Gluten-Free,"Rice, Lemon, Spices",551,20,Easy,Restaurant-Special
M2682,Paneer Chilli,Indo-Chinese,Snack,Keto,"Paneer, Capsicum, Soy Sauce",459,4,Medium,Restaurant-Special
M3819,Veg Spring Rolls,Indo-Chinese,Dinner,Vegetarian,"Vegetables, Maida, Spices",854,21,Easy,Party
M2994,Hakka Noodles,Indo-Chinese,Breakfast,Vegetarian,"Noodles, Vegetables, Soy Sauce",456,15,Hard,Daily
M1417,Upma,South Indian,Snack,Non-Vegetarian,"Rava, Vegetables, Spices",456,37,Hard,Party
M2218,Palak Paneer,North Indian,Breakfast,Vegan,"Spinach, Paneer, Spices",380,11,Easy,Party
M3892,Hakka Noodles,Indo-Chinese,Lunch,Keto,"Noodles, Vegetables, Soy Sauce",517,15,Hard,Daily
M1677,Dal Makhani,North Indian,Lunch,High-Protein,"Urad Dal, Butter, Cream",819,42,Medium,Restaurant-Special
M1198,Rasam Rice,South Indian,Lunch,Vegetarian,"Tamarind, Tomato, Spices",826,27,Easy,Festive
M1543,Palak Paneer,North Indian,Snack,Non-Vegetarian,"Spinach, Paneer, Spices",878,18,Easy,Festive
M2961,Chicken Fried Rice,Indo-Chinese,Breakfast,Vegan,"Rice, Chicken, Soy Sauce",794,38,Medium,Party
M2540,Gobi Manchurian,Indo-Chinese,Breakfast,Vegetarian,"Cauliflower, Maida, Spices",433,5,Easy,Party
M0954,Fish Curry,South Indian,Breakfast,Vegan,"Fish, Tamarind, Spices",170,3,Hard,Daily
M3146,Hakka Noodles,Indo-Chinese,Lunch,High-Protein,"Noodles, Vegetables, Soy Sauce",756,45,Medium,Restaurant-Special
M3081,Hakka Noodles,Indo-Chinese,Breakfast,High-Protein,"Noodles, Vegetables, Soy Sauce",775,41,Medium,Daily
M2636,Paneer Chilli,Indo-Chinese,Dinner,Vegan,"Paneer, Capsicum, Soy Sauce",390,13,Medium,Restaurant-Special
M0751,Curd Rice,South Indian,Lunch,Gluten-Free,"Rice, Curd, Spices",291,28,Hard,Festive
M2706,Paneer Chilli,Indo-Chinese,Lunch,Non-Vegetarian,"Paneer, Capsicum, Soy Sauce",858,44,Hard,Festive
M0235,Lemon Rice,South Indian,Lunch,Keto,"Rice, Lemon, Spices",626,18,Easy,Festive
M0733,Fish Curry,South Indian,Snack,Keto,"Fish, Tamarind, Spices",370,33,Medium,Restaurant-Special
M3989,Hakka Noodles,Indo-Chinese,Lunch,Vegan,"Noodles, Vegetables, Soy Sauce",155,13,Hard,Daily
M3607,Veg Fried Rice,Indo-Chinese,Breakfast,Vegan,"Rice, Mixed Veg, Soy Sauce",642,11,Easy,Restaurant-Special
M1157,Upma,South Indian,Breakfast,High-Protein,"Rava, Vegetables, Spices",625,44,Hard,Daily
M3450,Chilli Chicken,Indo-Chinese,Lunch,Vegan,"Chicken, Capsicum, Spices",842,10,Hard,Party
M2446,Chicken Fried Rice,Indo-Chinese,Breakfast,Keto,"Rice, Chicken, Soy Sauce",220,30,Easy,Party
M2983,Paneer Chilli,Indo-Chinese,Breakfast,High-Protein,"Paneer, Capsicum, Soy Sauce",424,14,Easy,Restaurant-Special
M1210,Idli Sambar,South Indian,Lunch,Gluten-Free,"Rice, Lentils, Vegetables",593,16,Easy,Restaurant-Special
M1066,Masala Dosa,South Indian,Lunch,Non-Vegetarian,"Rice, Lentils, Potato",244,45,Easy,Festive
M2157,Kadhi Pakora,North Indian,Snack,Vegan,"Besan, Curd, Spices",692,30,Easy,Party
M1063,Chicken Chettinad,South Indian,Breakfast,Keto,"Chicken, Coconut, Spices",573,37,Easy,Party
M2617,American Chopsuey,Indo-Chinese,Breakfast,Vegetarian,"Noodles, Vegetables, Sauce",395,26,Hard,Daily
M1168,Upma,South Indian,Lunch,Vegetarian,"Rava, Vegetables, Spices",584,26,Hard,Daily
M3223,Schezwan Noodles,Indo-Chinese,Dinner,Vegetarian,"Noodles, Vegetables, Schezwan Sauce",842,22,Medium,Daily
M1493,Chole Bhature,North Indian,Dinner,Gluten-Free,"Chickpeas, Maida, Spices",261,4,Medium,Party
M2939,American Chopsuey,Indo-Chinese,Lunch,High-Protein,"Noodles, Vegetables, Sauce",173,26,Easy,Daily
M2996,American Chopsuey,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Sauce",282,34,Medium,Party
M3097,Chicken Fried Rice,Indo-Chinese,Snack,Non-Vegetarian,"Rice, Chicken, Soy Sauce",322,34,Hard,Festive
M3281,Chicken Fried Rice,Indo-Chinese,Lunch,Gluten-Free,"Rice, Chicken, Soy Sauce",378,18,Hard,Daily
M3543,Paneer Chilli,Indo-Chinese,Breakfast,Gluten-Free,"Paneer, Capsicum, Soy Sauce",388,41,Hard,Festive
M3141,Veg Spring Rolls,Indo-Chinese,Lunch,Non-Vegetarian,"Vegetables, Maida, Spices",474,16,Hard,Party
M0885,Upma,South Indian,Dinner,Gluten-Free,"Rava, Vegetables, Spices",348,42,Easy,Festive
M0144,Vada,South Indian,Lunch,Vegan,"Lentils, Spices",317,42,Easy,Restaurant-Special
M3922,American Chopsuey,Indo-Chinese,Snack,Non-Vegetarian,"Noodles, Vegetables, Sauce",404,21,Hard,Daily
M0851,Fish Curry,South Indian,Snack,Vegan,"Fish, Tamarind, Spices",739,26,Medium,Restaurant-Special
M2783,Chicken Fried Rice,Indo-Chinese,Lunch,Non-Vegetarian,"Rice, Chicken, Soy Sauce",628,28,Medium,Festive
M0718,Upma,South Indian,Dinner,High-Protein,"Rava, Vegetables, Spices",189,7,Hard,Festive
M3788,Hakka Noodles,Indo-Chinese,Dinner,High-Protein,"Noodles, Vegetables, Soy Sauce",673,27,Hard,Daily
M2503,Chicken Fried Rice,Indo-Chinese,Breakfast,Gluten-Free,"Rice, Chicken, Soy Sauce",694,7,Easy,Party
M0265,Curd Rice,South Indian,Lunch,High-Protein,"Rice, Curd, Spices",692,23,Medium,Restaurant-Special
M0076,Curd Rice,South Indian,Snack,Non-Vegetarian,"Rice, Curd, Spices",314,17,Medium,Restaurant-Special
M2493,Paneer Chilli,Indo-Chinese,Dinner,Gluten-Free,"Paneer, Capsicum, Soy Sauce",794,35,Medium,Festive
M0396,Rasam Rice,South Indian,Dinner,Non-Vegetarian,"Tamarind, Tomato, Spices",382,18,Hard,Daily
M3382,Chicken Fried Rice,Indo-Chinese,Dinner,Vegetarian,"Rice, Chicken, Soy Sauce",471,17,Medium,Party
M2225,Rajma Chawal,North Indian,Dinner,Non-Vegetarian,"Rajma, Rice, Spices",533,45,Medium,Festive
M3091,American Chopsuey,Indo-Chinese,Snack,Keto,"Noodles, Vegetables, Sauce",803,14,Hard,Party
M3727,Hakka Noodles,Indo-Chinese,Lunch,High-Protein,"Noodles, Vegetables, Soy Sauce",641,7,Easy,Festive
M0397,Lemon Rice,South Indian,Lunch,Vegetarian,"Rice, Lemon, Spices",464,6,Easy,Festive
M1366,Fish Curry,South Indian,Dinner,High-Protein,"Fish, Tamarind, Spices",641,22,Easy,Festive
M3316,Paneer Chilli,Indo-Chinese,Dinner,Vegetarian,"Paneer, Capsicum, Soy Sauce",552,31,Medium,Daily
M1904,Chole Bhature,North Indian,Snack,Gluten-Free,"Chickpeas, Maida, Spices",632,23,Hard,Party
M0596,Rasam Rice,South Indian,Snack,High-Protein,"Tamarind, Tomato, Spices",280,26,Easy,Daily
M2110,Dal Makhani,North Indian,Breakfast,High-Protein,"Urad Dal, Butter, Cream",613,41,Easy,Daily
M1297,Idli Sambar,South Indian,Breakfast,Vegan,"Rice, Lentils, Vegetables",816,3,Medium,Festive
M1822,Butter Chicken,North Indian,Snack,High-Protein,"Chicken, Butter, Tomato",414,18,Easy,Party
M0873,Upma,South Indian,Breakfast,High-Protein,"Rava, Vegetables, Spices",636,14,Hard,Festive
M3448,Chilli Chicken,Indo-Chinese,Dinner,High-Protein,"Chicken, Capsicum, Spices",585,11,Easy,Festive
M3877,Veg Fried Rice,Indo-Chinese,Dinner,Vegetarian,"Rice, Mixed Veg, Soy Sauce",875,41,Easy,Party
M2327,Biryani,North Indian,Snack,Gluten-Free,"Rice, Meat/Vegetables, Spices",654,45,Easy,Restaurant-Special
M1549,Aloo Paratha,North Indian,Breakfast,Vegan,"Wheat, Potato, Spices",154,30,Easy,Daily
M0037,Chicken Chettinad,South Indian,Breakfast,Non-Vegetarian,"Chicken, Coconut, Spices",340,13,Hard,Festive
M3476,Paneer Chilli,Indo-Chinese,Breakfast,Vegan,"Paneer, Capsicum, Soy Sauce",162,12,Medium,Festive
M2711,American Chopsuey,Indo-Chinese,Dinner,Vegetarian,"Noodles, Vegetables, Sauce",240,16,Hard,Party
M3353,Gobi Manchurian,Indo-Chinese,Dinner,Vegetarian,"Cauliflower, Maida, Spices",826,37,Easy,Daily
M2144,Palak Paneer,North Indian,Breakfast,Vegetarian,"Spinach, Paneer, Spices",531,45,Hard,Restaurant-Special
M3532,Veg Spring Rolls,Indo-Chinese,Lunch,Non-Vegetarian,"Vegetables, Maida, Spices",380,40,Easy,Festive
M0978,Curd Rice,South Indian,Snack,Keto,"Rice, Curd, Spices",595,22,Easy,Daily
M1572,Paneer Butter Masala,North Indian,Dinner,Non-Vegetarian,"Paneer, Tomato, Spices",866,36,Medium,Party
M1123,Vada,South Indian,Snack,Vegetarian,"Lentils, Spices",886,42,Easy,Festive
M2787,Gobi Manchurian,Indo-Chinese,Lunch,Keto,"Cauliflower, Maida, Spices",609,43,Medium,Festive
M2240,Rajma Chawal,North Indian,Snack,Vegetarian,"Rajma, Rice, Spices",213,27,Hard,Restaurant-Special
M2968,Chicken Fried Rice,Indo-Chinese,Snack,Vegetarian,"Rice, Chicken, Soy Sauce",707,37,Easy,Party
M2505,Veg Fried Rice,Indo-Chinese,Snack,Non-Vegetarian,"Rice, Mixed Veg, Soy Sauce",318,21,Easy,Party
M1893,Paneer Butter Masala,North Indian,Lunch,High-Protein,"Paneer, Tomato, Spices",450,44,Medium,Festive
M0676,Chicken Chettinad,South Indian,Dinner,High-Protein,"Chicken, Coconut, Spices",577,42,Medium,Festive
M2809,Chilli Chicken,Indo-Chinese,Lunch,Vegan,"Chicken, Capsicum, Spices",682,28,Easy,Festive
M3069,Gobi Manchurian,Indo-Chinese,Breakfast,Non-Vegetarian,"Cauliflower, Maida, Spices",277,45,Medium,Daily
M0729,Pongal,South Indian,Lunch,Keto,"Rice, Moong Dal, Ghee",596,20,Easy,Party
M0413,Masala Dosa,South Indian,Breakfast,Keto,"Rice, Lentils, Potato",481,21,Hard,Restaurant-Special
M3147,Veg Fried Rice,Indo-Chinese,Snack,Vegan,"Rice, Mixed Veg, Soy Sauce",816,27,Easy,Restaurant-Special
M1517,Baingan Bharta,North Indian,Lunch,High-Protein,"Brinjal, Onion, Tomato",463,34,Hard,Festive
M1650,Baingan Bharta,North Indian,Breakfast,Keto,"Brinjal, Onion, Tomato",586,10,Hard,Party
M0826,Curd Rice,South Indian,Dinner,High-Protein,"Rice, Curd, Spices",174,43,Easy,Daily
M3268,Veg Spring Rolls,Indo-Chinese,Dinner,Vegetarian,"Vegetables, Maida, Spices",750,27,Medium,Festive
M0617,Chicken Chettinad,South Indian,Dinner,Vegetarian,"Chicken, Coconut, Spices",516,5,Medium,Festive
M0115,Idli Sambar,South Indian,Lunch,Vegan,"Rice, Lentils, Vegetables",486,11,Easy,Festive
M0418,Chicken Chettinad,South Indian,Breakfast,High-Protein,"Chicken, Coconut, Spices",361,19,Easy,Daily
M3070,Veg Spring Rolls,Indo-Chinese,Dinner,Non-Vegetarian,"Vegetables, Maida, Spices",827,15,Medium,Restaurant-Special
M1626,Biryani,North Indian,Lunch,Gluten-Free,"Rice, Meat/Vegetables, Spices",889,18,Medium,Festive
M3018,Gobi Manchurian,Indo-Chinese,Dinner,Gluten-Free,"Cauliflower, Maida, Spices",894,38,Medium,Daily
M2653,Schezwan Noodles,Indo-Chinese,Dinner,High-Protein,"Noodles, Vegetables, Schezwan Sauce",352,9,Medium,Party
M3917,Schezwan Noodles,Indo-Chinese,Dinner,Vegetarian,"Noodles, Vegetables, Schezwan Sauce",735,4,Medium,Daily
M0090,Pongal,South Indian,Dinner,Vegetarian,"Rice, Moong Dal, Ghee",798,27,Medium,Daily
M2897,Veg Fried Rice,Indo-Chinese,Snack,Vegetarian,"Rice, Mixed Veg, Soy Sauce",195,6,Hard,Festive
M3481,Hakka Noodles,Indo-Chinese,Lunch,Gluten-Free,"Noodles, Vegetables, Soy Sauce",667,38,Easy,Party
M2083,Biryani,North Indian,Dinner,Keto,"Rice, Meat/Vegetables, Spices",782,38,Medium,Festive
M0754,Lemon Rice,South Indian,Lunch,Gluten-Free,"Rice, Lemon, Spices",184,40,Hard,Party
M2547,Veg Spring Rolls,Indo-Chinese,Dinner,Vegan,"Vegetables, Maida, Spices",304,35,Medium,Party
M3325,Chilli Chicken,Indo-Chinese,Lunch,Vegetarian,"Chicken, Capsicum, Spices",275,4,Easy,Party
M1631,Dal Makhani,North Indian,Dinner,High-Protein,"Urad Dal, Butter, Cream",651,8,Hard,Festive
M0012,Lemon Rice,South Indian,Lunch,Keto,"Rice, Lemon, Spices",497,38,Easy,Party
M2445,American Chopsuey,Indo-Chinese,Lunch,Non-Vegetarian,"Noodles, Vegetables, Sauce",627,44,Hard,Party
M0285,Vada,South Indian,Breakfast,Vegan,"Lentils, Spices",543,23,Easy,Restaurant-Special
M1067,Pongal,South Indian,Snack,Gluten-Free,"Rice, Moong Dal, Ghee",532,42,Easy,Festive
M1192,Idli Sambar,South Indian,Dinner,Gluten-Free,"Rice, Lentils, Vegetables",543,8,Easy,Daily
M1441,Dal Makhani,North Indian,Breakfast,Gluten-Free,"Urad Dal, Butter, Cream",884,8,Medium,Daily
M3982,Veg Fried Rice,Indo-Chinese,Snack,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",283,11,Medium,Party
M3731,American Chopsuey,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Sauce",547,8,Medium,Restaurant-Special
M2739,American Chopsuey,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Sauce",471,16,Hard,Party
M3606,Veg Spring Rolls,Indo-Chinese,Snack,Non-Vegetarian,"Vegetables, Maida, Spices",210,29,Medium,Party
M1569,Palak Paneer,North Indian,Snack,Gluten-Free,"Spinach, Paneer, Spices",889,19,Hard,Festive
M2428,American Chopsuey,Indo-Chinese,Dinner,Non-Vegetarian,"Noodles, Vegetables, Sauce",333,42,Hard,Festive
M2738,American Chopsuey,Indo-Chinese,Lunch,Non-Vegetarian,"Noodles, Vegetables, Sauce",415,38,Easy,Party
M3484,Veg Spring Rolls,Indo-Chinese,Breakfast,Keto,"Vegetables, Maida, Spices",373,37,Medium,Restaurant-Special
M1688,Biryani,North Indian,Lunch,Vegetarian,"Rice, Meat/Vegetables, Spices",353,26,Easy,Daily
M0852,Upma,South Indian,Dinner,High-Protein,"Rava, Vegetables, Spices",339,21,Medium,Restaurant-Special
M2208,Aloo Paratha,North Indian,Breakfast,Non-Vegetarian,"Wheat, Potato, Spices",694,19,Easy,Party
M0896,Rasam Rice,South Indian,Lunch,Non-Vegetarian,"Tamarind, Tomato, Spices",351,20,Hard,Festive
M0497,Fish Curry,South Indian,Lunch,Gluten-Free,"Fish, Tamarind, Spices",713,43,Easy,Daily
M2306,Butter Chicken,North Indian,Breakfast,Non-Vegetarian,"Chicken, Butter, Tomato",550,12,Hard,Daily
M1783,Baingan Bharta,North Indian,Lunch,Keto,"Brinjal, Onion, Tomato",365,12,Medium,Restaurant-Special
M0336,Chicken Chettinad,South Indian,Dinner,Gluten-Free,"Chicken, Coconut, Spices",538,35,Medium,Restaurant-Special
M2840,Veg Fried Rice,Indo-Chinese,Lunch,Vegetarian,"Rice, Mixed Veg, Soy Sauce",174,7,Easy,Festive
M3088,Chilli Chicken,Indo-Chinese,Lunch,Non-Vegetarian,"Chicken, Capsicum, Spices",701,42,Medium,Party
M0516,Masala Dosa,South Indian,Snack,High-Protein,"Rice, Lentils, Potato",739,16,Hard,Daily
M1349,Pongal,South Indian,Breakfast,Vegetarian,"Rice, Moong Dal, Ghee",635,43,Easy,Restaurant-Special
M1016,Lemon Rice,South Indian,Breakfast,Keto,"Rice, Lemon, Spices",496,6,Medium,Restaurant-Special
M2817,Veg Fried Rice,Indo-Chinese,Snack,High-Protein,"Rice, Mixed Veg, Soy Sauce",498,19,Medium,Daily
M3745,Chilli Chicken,Indo-Chinese,Lunch,Non-Vegetarian,"Chicken, Capsicum, Spices",333,14,Easy,Festive
M3738,Hakka Noodles,Indo-Chinese,Lunch,Non-Vegetarian,"Noodles, Vegetables, Soy Sauce",173,34,Easy,Daily
M2810,Gobi Manchurian,Indo-Chinese,Breakfast,Non-Vegetarian,"Cauliflower, Maida, Spices",677,23,Hard,Festive
M3295,Chicken Fried Rice,Indo-Chinese,Dinner,Gluten-Free,"Rice, Chicken, Soy Sauce",783,7,Medium,Party
M3252,Schezwan Noodles,Indo-Chinese,Dinner,Vegetarian,"Noodles, Vegetables, Schezwan Sauce",712,21,Hard,Daily
M3771,Paneer Chilli,Indo-Chinese,Breakfast,Vegetarian,"Paneer, Capsicum, Soy Sauce",313,26,Hard,Restaurant-Special
M3984,Chilli Chicken,Indo-Chinese,Snack,Non-Vegetarian,"Chicken, Capsicum, Spices",515,42,Medium,Festive
M1782,Aloo Paratha,North Indian,Snack,Gluten-Free,"Wheat, Potato, Spices",875,12,Hard,Restaurant-Special
M2570,Paneer Chilli,Indo-Chinese,Dinner,Vegetarian,"Paneer, Capsicum, Soy Sauce",420,26,Hard,Daily
M1786,Baingan Bharta,North Indian,Breakfast,Gluten-Free,"Brinjal, Onion, Tomato",782,18,Medium,Festive
M2071,Kadhi Pakora,North Indian,Lunch,Vegetarian,"Besan, Curd, Spices",788,10,Easy,Daily
M0357,Rasam Rice,South Indian,Dinner,Non-Vegetarian,"Tamarind, Tomato, Spices",841,13,Hard,Party
M3802,Hakka Noodles,Indo-Chinese,Breakfast,Non-Vegetarian,"Noodles, Vegetables, Soy Sauce",317,20,Easy,Restaurant-Special
M3326,Gobi Manchurian,Indo-Chinese,Dinner,Vegetarian,"Cauliflower, Maida, Spices",405,44,Medium,Daily
M1313,Idli Sambar,South Indian,Lunch,Non-Vegetarian,"Rice, Lentils, Vegetables",796,32,Medium,Restaurant-Special
M1636,Rajma Chawal,North Indian,Breakfast,Gluten-Free,"Rajma, Rice, Spices",231,23,Medium,Restaurant-Special
M0551,Fish Curry,South Indian,Snack,Non-Vegetarian,"Fish, Tamarind, Spices",448,20,Hard,Festive
M2389,Kadhi Pakora,North Indian,Breakfast,High-Protein,"Besan, Curd, Spices",814,30,Easy,Daily
